id,clean_title,author,publisher,year,language,category,tags,description,table_of_contents,cover_image_url,preview_page_count,preview_base_url,access_required,access_url,copyright_status,can_public_download
cdl-000946,撒母耳记上 卷下 詹正义,,,,中文,bible-study,撒母耳,,,,5,,true,,待核实,false
cdl-004547,撒母耳记上下,天道研经导读,,,中文,bible-study,撒母耳,,,,5,,true,,待核实,false
cdl-005169,撒母耳记上下默想,冯耀荣,,,中文,bible-study,撒母耳,,,,5,,true,,待核实,false
cdl-005171,撒母记上下,华候活,,,中文,other,,,,,5,,true,,待核实,false
cdl-005170,撒母记上下：天道研经导读,华候活,,,中文,bible-study,研经,,,,5,,true,,待核实,false
cdl-005172,撒迦利亚书,希霍默,,,中文,bible-study,撒迦利亚,,,,5,,true,,待核实,false
cdl-005173,撒迦利亚书,,,,中文,bible-study,撒迦利亚,,,,5,,true,,待核实,false
cdl-001243,撒迦利亚书：天道研经导读,希霍默,,,中文,bible-study,研经;撒迦利亚,,,,5,,true,,待核实,false
cdl-005174,撒迦利亚书诠释,马有藻,,,中文,bible-study,撒迦利亚,,,,5,,true,,待核实,false
cdl-005176,操控,如何回應別人的掌控,,,中文,other,,,,,5,,true,,待核实,false
cdl-005177,攀生命高峰,余达心,,,中文,other,,,,,5,,true,,待核实,false
cdl-000008,支持加尔文主义,迈克 何顿 罗杰 奥尔森,,,中文,theology,加尔文主义,,,,5,,true,,待核实,false
cdl-005179,收刀入鞘 一个沉沦与救赎的真实故事,吕代豪,,,中文,theology,救赎,,,,5,,true,,待核实,false
cdl-005180,改变生命的54封信,,,,中文,other,,,,,5,,true,,待核实,false
cdl-005182,改变生命的学习,布鲁斯 魏金生,,,中文,other,,,,,5,,true,,待核实,false
cdl-005181,改变生命的学习：学习者七大定律,,,,中文,other,,,,,5,,true,,待核实,false
cdl-005183,改变生命的教学,韩君时,,,中文,other,,,,,5,,true,,待核实,false
cdl-005184,改变生命的沟通传播,查理斯 克拉夫特,,,中文,other,,,,,5,,true,,待核实,false
cdl-005185,改变生命的沟通传播,,,,中文,other,,,,,5,,true,,待核实,false
cdl-000380,改变这世界祷告学校,易迪克,,,中文,spiritual-life,祷告,,,,5,,true,,待核实,false
cdl-005186,改变这世界祷告学校,,,,中文,spiritual-life,祷告,,,,5,,true,,待核实,false
cdl-000381,改教家加尔文,,,,中文,church-history,改教,,,,5,,true,,待核实,false
cdl-001099,改教家的神学思想,,,,中文,church-history,改教,,,,5,,true,,待核实,false
cdl-005187,改教家的神学思想,,,,中文,church-history,改教,,,,5,,true,,待核实,false
cdl-001098,改教家路德,美 詹姆斯 基特尔森,,,中文,church-history,改教;路德,,,,5,,true,,待核实,false
cdl-005188,改革,勇守真道,,,中文,other,,,,,5,,true,,待核实,false
cdl-005189,改革宗 攻克己身 单页排版,,,,中文,theology,改革宗,,,,5,,true,,待核实,false
cdl-005190,改革宗 正意解经 单页排版,,,,中文,bible-study,解经,,,,5,,true,,待核实,false
cdl-005191,改革宗：天命与你,,,,中文,theology,改革宗,,,,5,,true,,待核实,false
cdl-005192,改革宗：如何胜过罪 攻克己身,,,,中文,theology,改革宗,,,,5,,true,,待核实,false
cdl-005193,改革宗信仰摘要,赵中辉晚年作,,,中文,theology,改革宗,,,,5,,true,,待核实,false
cdl-000382,改革宗出版社,,,,中文,theology,改革宗,,,,5,,true,,待核实,false
cdl-005195,改革宗长老教会(牧会指南),,,,中文,pastoral,牧会,,,,5,,true,,待核实,false
cdl-000390,改革宗长老教会-牧会指南,,,,中文,pastoral,牧会,,,,5,,true,,待核实,false
cdl-005196,改革宗青少年圣经教义,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-005197,改革宗青少年圣经教义,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-005198,改革开放以来的中国农村教会,梁家鳞,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-001891,攻破坚固的营垒,魏德凯,,,中文,other,,,,,5,,true,,待核实,false
cdl-002655,政治、神学和历史,,,,中文,church-history,历史,,,,5,,true,,待核实,false
cdl-000717,政治学,,,,中文,culture-society,政治,,,,5,,true,,待核实,false
cdl-002618,政治神学论文集,,,,中文,theology,神学,,,,5,,true,,待核实,false
cdl-000718,政治秩序的起源(美)弗朗西斯·福山,,,,中文,culture-society,政治,,,,5,,true,,待核实,false
cdl-001059,效忠基督：马太福音,,,,中文,bible-study,马太福音,,,,5,,true,,待核实,false
cdl-005199,效忠基督：马太福音,,,,中文,bible-study,马太福音,,,,5,,true,,待核实,false
cdl-005200,效法耶稣的服侍,,,,中文,other,,,,,5,,true,,待核实,false
cdl-005201,效法耶稣的服侍,费兰度,,,中文,other,,,,,5,,true,,待核实,false
cdl-005202,敌基督者、殉难、被提千禧王国的时代来临了吗2,,,,中文,theology,基督,,,,5,,true,,待核实,false
cdl-000391,救恩出于主耶和华,约翰 M 傅瑞姆,,,中文,theology,救恩,,,,5,,true,,待核实,false
cdl-005205,救恩出於主耶和華,,,,中文,theology,救恩,,,,5,,true,,待核实,false
cdl-005206,救恩和救贖,史鮑爾,,,中文,theology,救贖,,,,5,,true,,待核实,false
cdl-002450,救恩的确据(上):约翰福音第17章的信息,钟马田,,,中文,bible-study,约翰福音,,,,5,,true,,待核实,false
cdl-002346,救恩的确据(下)约翰福音第17章的信息,钟马田,,,中文,bible-study,约翰福音,,,,5,,true,,待核实,false
cdl-005207,救恩真理辩释,马有藻,,,中文,theology,救恩,,,,5,,true,,待核实,false
cdl-005208,救恩真理辩释,马有藻,,,中文,theology,救恩,,,,5,,true,,待核实,false
cdl-006904,救恩真理辩释,马有藻,,,中文,theology,救恩,,,,5,,true,,待核实,false
cdl-005209,救恩计划 华腓德,,,,中文,theology,救恩,,,,5,,true,,待核实,false
cdl-005210,救恩计划和天国的路标2,,,,中文,theology,救恩,,,,5,,true,,待核实,false
cdl-005211,救恩论,朴亨龙,,,中文,theology,救恩,,,,5,,true,,待核实,false
cdl-002060,救火线上的事奉：权能教会之实践神学,雷 安德森,,,中文,theology,神学,,,,5,,true,,待核实,false
cdl-005212,救贖論,,,,中文,theology,救贖,,,,5,,true,,待核实,false
cdl-001676,救赎：它的意义及重要性,莫里斯 Leon Morris,,,中文,theology,救赎,,,,5,,true,,待核实,false
cdl-005213,救赎：它的意义及重要性,,,,中文,theology,救赎,,,,5,,true,,待核实,false
cdl-005214,救赎之神,,,,中文,theology,救赎,,,,5,,true,,待核实,false
cdl-005215,救赎史505,教师用,,,中文,theology,救赎,,,,5,,true,,待核实,false
cdl-005216,救赎史圣经鸟瞰,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-005217,救赎史核心问答(新約),,,,中文,bible-study,新約,,,,5,,true,,待核实,false
cdl-005218,救赎史核心问答(旧约),,,,中文,bible-study,旧约,,,,5,,true,,待核实,false
cdl-005219,救赎进程,范甘麦伦,,,中文,theology,救赎,,,,5,,true,,待核实,false
cdl-005220,救赎进程,范甘麦伦,,,中文,theology,救赎,,,,5,,true,,待核实,false
cdl-005221,救赎进程,范甘麦伦,,,中文,theology,救赎,,,,5,,true,,待核实,false
cdl-005222,救赎进程,范甘麦伦,,,中文,theology,救赎,,,,5,,true,,待核实,false
cdl-006227,教义神学新释卷一 余达心著,聆聽上帝愛的言說,,,中文,theology,神学;教义,,,,5,,true,,待核实,false
cdl-006228,教义神学新释卷一 余达心著,聆聽上帝愛的言說,,,中文,theology,神学;教义,,,,5,,true,,待核实,false
cdl-000392,教会,ChurchChina 第一期,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-000393,教会,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-003064,教会,以基督为中心的婚恋,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005223,教会,重新探索神的设计蓝图,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005224,教会中的牧养关顾,布里斯特,,,中文,pastoral,牧养,,,,5,,true,,待核实,false
cdl-005225,教会主日学教师版 希伯来书 雅各书,,,,中文,bible-study,希伯来书;雅各书,,,,5,,true,,待核实,false
cdl-005226,教会主日学教师版(来、雅),,,,中文,spiritual-life,主日,,,,5,,true,,待核实,false
cdl-005227,教会事奉 管理与教育：牧训课程,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005228,教会事工手册,夏忠坚 苏文隆,,,中文,reference,手册,,,,5,,true,,待核实,false
cdl-005229,教会事工管理,,,,中文,pastoral,事工,,,,5,,true,,待核实,false
cdl-005917,教会冲突的反思,相爱又相争,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005230,教会冲突的处理与重建,游宏湘 邱清平,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005231,教会冲突的处理与重建,游宏湘 邱清平,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005232,教会剖视,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005233,教会历史,,,,中文,church-history,历史,,,,5,,true,,待核实,false
cdl-000394,教会历史-1550年前的中国基督教史,,,,中文,church-history,历史,,,,5,,true,,待核实,false
cdl-000395,教会历史-中世纪基督教会史,,,,中文,church-history,教会史;历史,,,,5,,true,,待核实,false
cdl-000396,教会历史-中国基督教史,,,,中文,church-history,历史,,,,5,,true,,待核实,false
cdl-000397,教会历史-俄国教会史,,,,中文,church-history,教会史;历史,,,,5,,true,,待核实,false
cdl-000398,教会历史-卷一,,,,中文,church-history,历史,,,,5,,true,,待核实,false
cdl-000399,教会历史-卷二,,,,中文,church-history,历史,,,,5,,true,,待核实,false
cdl-000400,教会历史-圣经的历史,,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-000401,教会历史-基督的仆人-1,,,,中文,church-history,历史,,,,5,,true,,待核实,false
cdl-000402,教会历史-基督的仆人-2,,,,中文,church-history,历史,,,,5,,true,,待核实,false
cdl-000403,教会历史-基督的仆人-3,,,,中文,church-history,历史,,,,5,,true,,待核实,false
cdl-000404,教会历史-基督的仆人-4,,,,中文,church-history,历史,,,,5,,true,,待核实,false
cdl-000405,教会历史-当代中国基督教发展史,,,,中文,church-history,历史,,,,5,,true,,待核实,false
cdl-000406,教会历史-教会历史背景与年代图表,,,,中文,church-history,历史,,,,5,,true,,待核实,false
cdl-000407,教会历史-教会史,古罗马 优西比乌,,,中文,church-history,教会史;历史,,,,5,,true,,待核实,false
cdl-001462,教会历史背景与年代图表,,,,中文,church-history,历史,,,,5,,true,,待核实,false
cdl-005234,教会历史背景与年代图表,,,,中文,church-history,历史,,,,5,,true,,待核实,false
cdl-005235,教会历史背景与年代图表,罗伯 华尔顿,,,中文,church-history,历史,,,,5,,true,,待核实,false
cdl-005236,教会历史要点指南,冈萨雷,,,中文,church-history,历史,,,,5,,true,,待核实,false
cdl-005237,教会史,优西比乌,,,中文,church-history,教会史,,,,5,,true,,待核实,false
cdl-005238,教会史话,吕沛渊,,,中文,church-history,教会史,,,,5,,true,,待核实,false
cdl-005239,教会史话,吕沛渊,,,中文,church-history,教会史,,,,5,,true,,待核实,false
cdl-005240,教会史话：吕沛渊:2,,,,中文,church-history,教会史,,,,5,,true,,待核实,false
cdl-000866,教会合一的反思,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-000408,教会在职场,彼得 魏格纳,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-001685,教会增长策略,彼得 魏格纳 C Peter Wagner,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005241,教会大变身：后现代教会发展新思维,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005242,教会大学与神学教育,,,,中文,theology,神学,,,,5,,true,,待核实,false
cdl-005243,教会大计,麦福士,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005245,教会教义学,,,,中文,theology,教义,,,,5,,true,,待核实,false
cdl-005244,教会教义学 三联书店 版,卡尔巴特,,,中文,theology,教义,,,,5,,true,,待核实,false
cdl-000956,教会教义学 精选本,,,,中文,theology,教义,,,,5,,true,,待核实,false
cdl-000409,教会教义学精义,瑞士 巴特,,,中文,theology,教义,,,,5,,true,,待核实,false
cdl-001729,教会是什么,薛利,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-000410,教会杂志 12,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-000411,教会杂志 13,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-000412,教会杂志 14,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-000413,教会杂志 15,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-000414,教会杂志 16,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-000415,教会杂志 17,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-000416,教会杂志 18,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-000417,教会杂志 19,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-000418,教会杂志 30,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-000419,教会杂志 31,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-000420,教会杂志 32,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005246,教会生态学,林鸿信,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-000421,教会生活中的长老 重新发现合乎圣经的教会带领模式,费尔 牛顿和马太 舒马克 合,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-005247,教会的六个标记,博爱思,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-000876,教会的本质与门徒之道,,,,中文,spiritual-life,门徒,,,,5,,true,,待核实,false
cdl-005248,教会的牧养事工 丹尼斯莫克,,,,中文,pastoral,牧养;事工,,,,5,,true,,待核实,false
cdl-001386,教会的诞生,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-001403,教会至上与教皇至上,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-002348,教会蓝图：从以弗所书看今日教会,杨宁亚,,,中文,bible-study,以弗所,,,,5,,true,,待核实,false
cdl-005249,教会行政管理学,苏文隆,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005250,教会被掳于亚米念,吕沛渊,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005251,教会被掳于巴比伦,马丁路德,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-000422,教会论,朴亨龙,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005567,教会论,朴亨龙,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005252,教会论(全球导览),卡维里,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005253,教会论全球导览,卡维里,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-002173,教会读错圣经,莫伊 西拉,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-001390,教会遭受困难,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005254,教会需要勇者,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005255,教会青年的关顾与辅导,保罗 伊尔文,,,中文,pastoral,辅导,,,,5,,true,,待核实,false
cdl-005256,教会领袖与冲突的应对,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-000856,教你如何读懂圣经,李建安,,,中文,bible-study,圣经,,,,5,,true,,待核实,false
cdl-005257,教学与训练的设计,付理乐,,,中文,other,,,,,5,,true,,待核实,false
cdl-005258,教学的七大定律,葛理芬 高清,,,中文,other,,,,,5,,true,,待核实,false
cdl-005259,教学的七大定律,葛理芬,,,中文,other,,,,,5,,true,,待核实,false
cdl-000003,教导的原则与方法,,,,中文,other,,,,,5,,true,,待核实,false
cdl-005261,教我如何不信他,史普罗,,,中文,other,,,,,5,,true,,待核实,false
cdl-005260,教我如何不信他(史普罗),,,,中文,other,,,,,5,,true,,待核实,false
cdl-005262,教父及中世纪证道词,,,,中文,other,,,,,5,,true,,待核实,false
cdl-005263,教父学研究：文化视野下的教父哲学,王晓明,,,中文,culture-society,哲学;文化,,,,5,,true,,待核实,false
cdl-000423,教牧与教会,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005264,教牧与教会—张子华,,,,中文,theology,教会,,,,5,,true,,待核实,false
cdl-005268,教牧书信,张永信,,,中文,other,,,,,5,,true,,待核实,false
cdl-005269,教牧书信,白礼薇,,,中文,other,,,,,5,,true,,待核实,false
cdl-005265,教牧书信(国际释经应用系列),利斐特,,,中文,bible-study,释经,,,,5,,true,,待核实,false
cdl-001384,教牧书信(张永信),,,,中文,other,,,,,5,,true,,待核实,false
cdl-005266,教牧书信：张永信：天道注释,,,,中文,bible-study,注释,,,,5,,true,,待核实,false
cdl-005267,教牧书信：张永信：天道注释,,,,中文,bible-study,注释,,,,5,,true,,待核实,false
cdl-005270,教牧书信注释,,,,中文,bible-study,注释,,,,5,,true,,待核实,false
cdl-005271,教牧书信研经导读,,,,中文,bible-study,研经,,,,5,,true,,待核实,false
cdl-005272,教牧书信研经导读,,,,中文,bible-study,研经,,,,5,,true,,待核实,false
cdl-005273,教牧书信简释,,,,中文,other,,,,,5,,true,,待核实,false
cdl-005274,教牧伦理,唐佑之,,,中文,culture-society,伦理,,,,5,,true,,待核实,false
cdl-005275,教牧伦理,唐佑之,,,中文,culture-society,伦理,,,,5,,true,,待核实,false
cdl-005276,教牧伦理,唐佑之,,,中文,culture-society,伦理,,,,5,,true,,待核实,false
cdl-005277,教牧协谈概论,高集乐,,,中文,other,,,,,5,,true,,待核实,false
cdl-005278,教牧咨商,张宰金,,,中文,other,,,,,5,,true,,待核实,false
cdl-005279,教牧咨商,张宰金,,,中文,other,,,,,5,,true,,待核实,false
cdl-005280,教牧学导论,曾立华,,,中文,other,,,,,5,,true,,待核实,false
cdl-005281,教牧心理辅导,曹敏敬,,,中文,pastoral,辅导,,,,5,,true,,待核实,false
cdl-005282,教牧心理辅导,曹敏敬,,,中文,pastoral,辅导,,,,5,,true,,待核实,false
cdl-005283,教牧神学导论,,,,中文,theology,神学,,,,5,,true,,待核实,false
cdl-005284,教義學與詮釋學 林鸿信,,,,中文,theology,教義,,,,5,,true,,待核实,false
cdl-005285,教育使命概论—彭孝廉,,,,中文,culture-society,教育,,,,5,,true,,待核实,false
cdl-000424,教育大辞书,,,,中文,culture-society,教育,,,,5,,true,,待核实,false
cdl-005286,教育心理学：献给教师的书,,,,中文,culture-society,教育,,,,5,,true,,待核实,false
cdl-005287,敢于领导 约翰 哈该 如何战胜烦恼,之作者,,,中文,bible-study,哈该,,,,5,,true,,待核实,false
cdl-000425,敬拜与争战,魏德凯夫妇,,,中文,spiritual-life,敬拜,,,,5,,true,,待核实,false
cdl-005290,敬拜神学入门【美】丹尼斯·普鲁托 著,,,,中文,theology,神学,,,,5,,true,,待核实,false
cdl-005291,敬拜赞美丛书,敬拜带领实用手册,,,中文,spiritual-life,敬拜;赞美,,,,5,,true,,待核实,false
cdl-002112,敬畏生命：生命、医学人人文关怀的对话,王一方,,,中文,other,,,,,5,,true,,待核实,false
cdl-005292,敬虔与圣洁生活的严肃呼召,劳威廉,,,中文,spiritual-life,圣洁;敬虔,,,,5,,true,,待核实,false
cdl-005293,敬虔生活原理,加尔文,,,中文,spiritual-life,敬虔,,,,5,,true,,待核实,false
cdl-000894,敬虔的家庭,,,,中文,family-ministry,家庭,,,,5,,true,,待核实,false
cdl-001989,文化：在宣教中缺少的一个环节,丹尼 特格,,,中文,missions,宣教,,,,5,,true,,待核实,false
cdl-000879,文化使命与新约的福音使命,,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-002610,文化情境中的生命伦理学,,,,中文,culture-society,文化;伦理,,,,5,,true,,待核实,false
cdl-005294,文化相遇的方法论：以17世纪中欧文化相遇为例,,,,中文,culture-society,文化,,,,5,,true,,待核实,false
cdl-002650,文化神学,,,,中文,theology,神学,,,,5,,true,,待核实,false
cdl-004227,文化艺术篇,基督宗教与中国,,,中文,culture-society,文化,,,,5,,true,,待核实,false
cdl-005295,文化讲道学,,,,中文,pastoral,讲道,,,,5,,true,,待核实,false
cdl-005296,文学释经系列：圣经诗歌导论,,,,中文,bible-study,圣经;释经,,,,5,,true,,待核实,false
cdl-000115,文艺复兴中的基督宗教与人文主义,何光沪,,,中文,theology,基督,,,,5,,true,,待核实,false
cdl-000426,文艺评论的实验 重译本,C S 路易斯,,,中文,other,,,,,5,,true,,待核实,false
cdl-005299,斯托得,当代基督十架,,,中文,other,,,,,5,,true,,待核实,false
cdl-000446,斯托得:2,无与伦比的基督,,,中文,other,,,,,5,,true,,待核实,false
cdl-002195,斯托得研经材料：以弗所书,斯托得 John R W Stott,,,中文,bible-study,研经;以弗所,,,,5,,true,,待核实,false
cdl-005300,斯托得研经材料：使徒行传,,,,中文,bible-study,研经;使徒行传,,,,5,,true,,待核实,false
cdl-005301,斯托得研经材料：加拉太书,,,,中文,bible-study,研经;加拉太,,,,5,,true,,待核实,false
cdl-002192,斯托得研经材料：提摩太前书，提多书,斯托得 John R W Stott,,,中文,bible-study,研经;提摩太;提多书,,,,5,,true,,待核实,false
cdl-002188,斯托得研经材料：罗马书,斯托得,,,中文,bible-study,研经;罗马书,,,,5,,true,,待核实,false
cdl-000428,新妇代祷训练课程讲义,末世先锋训练营,,,中文,other,,,,,5,,true,,待核实,false
cdl-001757,新教伦理与资本主义精神,马克斯 韦伯,,,中文,culture-society,伦理,,,,5,,true,,待核实,false
cdl-005302,新教伦理与资本主义精神,韦伯,,,中文,culture-society,伦理,,,,5,,true,,待核实,false
cdl-002651,新教时代,,,,中文,other,,,,,5,,true,,待核实,false
cdl-001105,新旧约全景,概述,,,中文,bible-study,旧约,,,,5,,true,,待核实,false
cdl-001202,新旧约全景,概述,,,中文,bible-study,旧约,,,,5,,true,,待核实,false
cdl-005303,新旧约全景,,,,中文,bible-study,旧约,,,,5,,true,,待核实,false
cdl-005304,新旧约文学读经法,莱肯 朗文,,,中文,bible-study,旧约,,,,5,,true,,待核实,false
cdl-001859,新时代的华人神学,丘恩处,,,中文,theology,神学,,,,5,,true,,待核实,false
cdl-001365,新正统派的超越性,第三章 对临在性的反叛,,,中文,other,,,,,5,,true,,待核实,false
cdl-000429,新生命,慕安德烈,,,中文,other,,,,,5,,true,,待核实,false
cdl-005305,新生命陪读本,,,,中文,other,,,,,5,,true,,待核实,false
cdl-005306,新生命陪读本,,,,中文,other,,,,,5,,true,,待核实,false
cdl-005307,新疆基督教史,,,,中文,theology,基督,,,,5,,true,,待核实,false
cdl-001739,新眼光读经 宁有真爱 蔡幸升 外7名,,,,中文,other,,,,,5,,true,,待核实,false
cdl-005308,新約书卷详纲,,,,中文,bible-study,新約,,,,5,,true,,待核实,false
cdl-005309,新約导读,,,,中文,bible-study,新約,,,,5,,true,,待核实,false
cdl-005310,新約的聖經神學,簡體試讀本,,,中文,bible-study,聖經;新約,,,,5,,true,,待核实,false
cdl-005311,新約神學：保羅書信,,,,中文,bible-study,新約,,,,5,,true,,待核实,false
cdl-005313,新約與神的子民,赖特,,,中文,bible-study,新約,,,,5,,true,,待核实,false
cdl-005312,新約與神的子民(赖特),,,,中文,bible-study,新約,,,,5,,true,,待核实,false
cdl-000430,新约,,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-000431,新约,入门,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-005314,新约12课学生手册 圣经易读学校,李爱实,,,中文,reference,手册,,,,5,,true,,待核实,false
cdl-005315,新约与神的子民,赖特,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-001068,新约世界,,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-001821,新约中之旧约引据,华德凯瑟,,,中文,bible-study,旧约;新约,,,,5,,true,,待核实,false
cdl-002031,新约中之旧约引据,华德凯瑟 Walter C Kaiser,,,中文,bible-study,旧约;新约,,,,5,,true,,待核实,false
cdl-005316,新约中之旧约引据,华德凯瑟,,,中文,bible-study,旧约;新约,,,,5,,true,,待核实,false
cdl-005317,新约中的十字架,,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-001782,新约中的弥赛亚,孙得力,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-003338,新约中的福音,傅立德 上帝的自我介绍,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-001802,新约书信详解,陈终道,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-001804,新约书信读经讲义：下卷,陈终道,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-002391,新约书信读经讲义：哥林多后书,陈终道,,,中文,bible-study,新约;哥林多,,,,5,,true,,待核实,false
cdl-000626,新约书卷详纲,马有藻,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-000627,新约书卷详纲,马有藻,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-005318,新约书卷详纲,马有藻,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-006905,新约书卷详纲,马有藻,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-001361,新约传抄,,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-000432,新约伦理,孙宝玲,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-005319,新约伦理(孙宝玲),,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-001457,新约保罗书信研究,,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-001838,新约信息,卜鲁斯,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-005320,新约信息精华,斯托得,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-005321,新约信息精华,斯托得,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-001827,新约信息精要：马有藻，张西平,,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-005322,新约卷6 罗马书诠释(新约神丛106),,,,中文,bible-study,新约;罗马书,,,,5,,true,,待核实,false
cdl-001794,新约历史,菲尔逊,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-002122,新约历史与宗教文化导论：黄锡木，孙宝玲，张略,,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-005323,新约历史与导论讲 义,,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-001829,新约原文字义,诚质怡,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-005324,新约史上册,,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-005325,新约史下册,,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-001218,新约启蒙故事,试读本,,,中文,bible-study,新约,,,,5,,true,,待核实,false
cdl-000433,新约圣经中的主要地方,,,,中文,bible-study,圣经;新约,,,,5,,true,,待核实,false
cdl-000434,新约圣经中的主要地方,,,,中文,bible-study,圣经;新约,,,,5,,true,,待核实,false
cdl-005326,新约圣经入门,,,,中文,bible-study,圣经;新约,,,,5,,true,,待核实,false
cdl-002667,新约圣经注释 腓立比书 马挺 著 刘良淑 译,丁道尔,,,中文,bible-study,圣经;新约;注释,,,,5,,true,,待核实,false
cdl-002144,新约圣经注释(简体字合订本),马唐纳,,,中文,bible-study,圣经;新约;注释,,,,5,,true,,待核实,false
cdl-002668,新约圣经注释：以弗所书(富克斯),丁道尔,,,中文,bible-study,圣经;新约;注释,,,,5,,true,,待核实,false
cdl-002681,新约圣经注释：希伯来书(古特立 著),丁道尔,,,中文,bible-study,圣经;新约;注释,,,,5,,true,,待核实,false
cdl-002680,新约圣经注释：帖撒罗尼迦前后书,丁道尔,,,中文,bible-study,圣经;新约;注释,,,,5,,true,,待核实,false
cdl-002669,新约圣经注释：彼得前书,丁道尔,,,中文,bible-study,圣经;新约;注释,,,,5,,true,,待核实,false
cdl-002670,新约圣经注释：歌罗西书，腓利门书,丁道尔,,,中文,bible-study,圣经;新约;注释,,,,5,,true,,待核实,false
cdl-002671,新约圣经注释：马太福音(法兰士),丁道尔,,,中文,bible-study,圣经;新约;注释,,,,5,,true,,待核实,false
